TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,Season,EFGD_D,EFG%,EFGD%,RK,Team,3PR,3PRD
,ACC,32,21,116.7,99.3,0.8647,,,14.9,13.6,27.7,25.2,30.6,31.2,54.4,47.1,35.4,34.0,66.2,0.9,,6.0,2024,,53.9,48.7,,,,
,SEC,33,26,114.4,98.9,0.842,,,15.5,14.9,33.1,28.0,31.8,30.8,51.1,46.8,33.5,33.6,63.0,4.7,,6.0,2024,,50.8,48.0,,,,
,B12,32,20,119.0,98.3,0.9006,,,16.6,18.6,30.5,30.0,30.4,35.0,53.4,47.4,36.1,34.8,67.2,1.2,,7.0,2024,,53.7,49.0,,,,
,SEC,35,24,119.7,99.3,0.8951,,,15.8,14.5,37.5,28.9,38.6,34.2,51.7,49.0,34.2,32.2,71.6,3.0,,7.0,2024,,51.5,48.8,,,,
,P12,33,24,112.8,96.6,0.8556,,,16.1,15.9,32.9,24.9,31.7,32.7,52.6,46.9,34.0,32.0,64.9,1.9,,7.0,2024,,52.1,47.3,,,,
,A10,31,24,117.4,100.7,0.8547,,,15.8,15.7,26.9,29.0,37.2,21.8,53.7,48.2,40.2,31.7,64.0,2.6,,7.0,2024,,56.6,47.9,,,,
,B10,33,23,115.7,95.6,0.8999,,,15.9,16.4,27.8,30.0,32.4,27.7,52.8,45.2,35.8,31.9,68.7,2.4,,8.0,2024,,53.2,46.3,,,,
,SEC,34,21,112.6,94.9,0.8772,,,18.7,18.2,35.4,27.6,37.9,32.4,53.4,50.2,32.5,29.4,67.2,0.8,,8.0,2024,,51.7,47.7,,,,
,Amer,33,25,117.3,103.0,0.817,,,15.8,16.5,33.8,29.2,34.8,27.5,56.0,49.3,35.6,33.6,67.9,1.2,,8.0,2024,,55.0,49.7,,,,
,MWC,31,27,114.1,100.4,0.8144,,,15.7,16.4,28.5,25.4,40.0,30.4,57.1,53.1,32.1,29.0,68.5,3.3,,8.0,2024,,54.1,49.6,,,,
,B10,33,19,112.7,93.3,0.8983,,,14.7,18.7,29.9,28.7,29.9,32.6,50.5,47.1,35.9,32.8,65.3,0.21,,9.0,2024,,51.5,48.0,,,,
,B10,32,21,117.2,99.2,0.8717,,,13.3,18.8,25.7,28.2,29.9,39.4,49.7,50.3,39.4,35.9,63.7,1.5,,9.0,2024,,53.2,51.6,,,,
,B12,33,21,114.5,97.1,0.869,,,17.9,20.8,35.5,28.6,35.1,35.7,51.2,50.9,35.6,32.8,69.9,1.3,,9.0,2024,,51.9,50.3,,,,
,SEC,34,20,115.0,98.9,0.8499,,,14.2,16.9,41.9,28.0,38.2,31.2,47.0,49.5,28.4,33.9,65.6,0.25,,9.0,2024,,45.4,50.1,,,,
,P12,34,24,117.2,98.0,0.8866,,,18.1,15.2,32.4,24.0,35.3,28.1,53.6,50.1,39.4,31.9,67.7,1.7,,10.0,2024,,55.3,49.3,,,,
,MWC,32,26,115.1,98.0,0.8632,,,15.0,17.3,27.5,27.2,46.2,34.3,52.6,49.1,36.5,31.3,66.8,2.7,,10.0,2024,,53.3,48.2,,,,
,MWC,30,22,114.0,97.8,0.8538,,,16.5,16.8,32.5,23.1,36.1,33.1,51.2,52.1,34.8,30.6,66.6,0.9,,10.0,2024,,51.6,49.8,,,,
,MWC,32,24,113.8,98.1,0.846,,,14.8,16.9,24.3,27.5,32.6,31.8,57.6,48.5,33.2,34.0,65.8,1.5,,10.0,2024,,54.6,49.3,,,,
,MVC,33,28,114.8,100.2,0.8283,,,13.9,17.4,24.2,22.1,32.6,31.0,55.1,51.9,36.5,33.0,67.8,1.7,,10.0,2024,,54.9,51.0,,,,
,ACC,33,23,104.6,92.0,0.8147,,,13.2,19.3,26.0,28.1,25.1,25.7,46.8,46.6,36.3,30.4,60.0,1.2,,10.0,2024,,49.3,46.2,,,,
,MWC,34,26,114.8,95.5,0.8927,,,13.9,19.5,33.4,27.0,33.1,33.5,51.4,49.2,33.4,30.6,72.8,1.7,,11.0,2024,,51.0,48.0,,,,
,P12,34,23,113.3,99.6,0.8149,,,14.8,17.9,28.7,27.1,32.3,32.8,52.7,51.6,33.6,34.3,67.1,1.4,,11.0,2024,,51.8,51.5,,,,
,ACC,36,22,114.0,101.2,0.7981,,,13.7,17.9,28.6,29.3,32.5,31.9,50.1,49.5,34.6,34.9,67.9,-0.6,,11.0,2024,,50.7,50.5,,,,
,A10,34,24,106.3,96.1,0.7612,,,17.5,19.5,29.9,30.0,33.1,35.3,49.6,48.4,33.9,31.7,66.3,-1.8,,11.0,2024,,50.1,48.0,,,,
,SB,33,31,112.0,100.4,0.778,,,14.7,19.8,32.0,27.6,34.2,35.1,54.2,48.8,36.5,28.6,69.8,1.5,,12.0,2024,,54.4,46.7,,,,
,WAC,32,29,111.1,99.8,0.7733,,,17.8,19.9,34.6,29.6,45.3,34.8,52.3,44.4,34.4,32.6,68.0,1.3,,12.0,2024,,52.0,45.9,,,,
,Slnd,29,30,111.3,101.0,0.7524,,,14.2,23.0,32.1,30.4,40.6,33.9,52.8,46.3,39.4,33.0,65.3,0.7,,12.0,2024,,54.9,47.8,,,,
,Amer,33,23,112.7,106.3,0.6634,,,16.7,16.1,35.3,31.0,40.5,31.4,50.4,50.2,33.1,35.0,67.7,-2.7,,12.0,2024,,50.1,51.0,,,,
,Ivy,29,22,109.8,100.1,0.7437,,,14.1,16.0,28.4,24.0,26.9,29.0,52.5,48.8,34.6,34.0,64.6,-2.5,,13.0,2024,,52.3,49.7,,,,
,SC,32,29,111.7,102.4,0.7315,,,18.1,21.7,30.2,32.0,36.4,37.0,55.5,49.5,39.3,33.9,72.6,0.07,,13.0,2024,,56.9,50.0,,,,
,CAA,33,27,113.3,105.2,0.7019,,,14.3,16.4,33.5,26.6,26.9,28.3,52.6,50.5,34.8,33.8,70.0,-1.6,,13.0,2024,,52.4,50.6,,,,
,AE,32,28,104.5,98.7,0.6593,,,13.8,15.1,22.4,23.3,29.7,25.9,53.1,46.4,33.5,31.5,63.3,-1.2,,13.0,2024,,51.8,46.7,,,,
,MAC,32,24,105.0,101.6,0.5953,,,17.2,16.6,29.5,25.6,33.6,29.0,54.8,50.7,32.0,30.0,65.7,-4.5,,14.0,2024,,52.0,48.6,,,,
,OVC,30,26,106.7,103.4,0.5889,,,18.5,15.5,32.0,26.4,31.3,32.7,55.6,45.4,35.3,31.1,64.3,-3.4,,14.0,2024,,54.4,45.7,,,,
,Horz,34,23,107.8,104.6,0.5853,,,16.2,16.3,30.6,28.6,30.9,26.8,51.8,50.5,35.1,33.9,66.8,-4.2,,14.0,2024,,52.1,50.6,,,,
,Pat,33,25,102.3,101.8,0.5128,,,16.3,16.1,25.0,24.5,27.6,24.5,53.3,48.7,35.7,29.9,66.2,-4.1,,14.0,2024,,53.4,47.2,,,,
,CUSA,30,22,105.2,101.8,0.5938,,,18.3,18.6,28.5,26.7,32.9,33.4,52.1,48.3,34.4,32.2,75.1,-6.6,,15.0,2024,,51.9,48.3,,,,
,Sum,31,22,107.6,104.4,0.5836,,,16.4,16.5,24.4,25.3,30.4,27.4,55.9,49.0,36.2,35.2,67.9,-7.4,,15.0,2024,,55.3,50.8,,,,
,BW,33,21,105.4,108.0,0.4313,,,17.1,18.5,33.3,29.6,38.1,32.6,49.7,50.0,31.3,35.1,71.4,-8.0,,15.0,2024,,48.9,51.2,,,,
,MAAC,31,19,96.8,100.2,0.4038,,,19.6,20.3,35.1,29.4,38.1,42.3,42.4,46.4,33.9,31.5,64.0,-8.8,,15.0,2024,,45.0,46.6,,,,
,BSth,31,21,104.0,104.8,0.4768,,,18.0,19.6,36.7,25.5,39.5,36.1,48.6,50.9,34.2,34.6,66.8,-8.6,,16.0,2024,,49.4,51.3,,,,
,BSky,31,17,102.9,105.8,0.4193,,,16.8,18.6,20.7,28.6,30.7,37.0,53.4,54.1,36.4,32.6,68.5,-12.6,,16.0,2024,,53.9,52.3,,,,
,ASun,31,22,108.3,114.0,0.3559,,,15.8,13.5,27.5,31.2,31.7,25.9,52.5,52.2,36.5,34.5,66.0,-6.8,,16.0,2024,,53.4,52.0,,,,
,MEAC,32,18,104.5,112.9,0.2913,,,21.4,16.7,33.4,30.7,42.2,39.1,49.2,50.8,37.5,34.0,67.7,-12.1,,16.0,2024,,52.0,50.9,,,,
,SWAC,31,20,97.7,106.0,0.2805,,,20.5,19.0,28.1,32.7,39.6,33.9,47.0,48.4,34.1,33.7,64.9,-8.0,,16.0,2024,,48.2,49.1,,,,
,NEC,29,16,95.0,105.0,0.2399,,,15.9,17.0,29.5,27.0,26.8,29.9,42.8,50.9,31.6,29.9,61.3,-11.7,,16.0,2024,,44.6,48.4,,,,
,BE,33,20,119.1,98.3,0.9005,,,15.7,18.5,38.6,30.3,27.3,34.4,50.8,47.9,34.1,35.0,69.2,0.32,,,2024,,50.9,49.5,,,,
,BE,33,18,110.4,93.5,0.871,,,14.5,16.1,25.2,24.4,26.5,25.9,50.4,47.6,34.0,32.7,63.3,-1.1,,,2024,,50.7,48.2,,,,
,ACC,33,20,116.5,99.0,0.866,,,15.6,16.2,26.3,26.2,31.5,30.7,54.0,48.8,37.2,32.6,68.0,-1.3,,,2024,,54.7,48.9,,,,
,B10,33,20,115.5,98.4,0.8636,,,15.6,15.9,31.4,29.2,33.9,31.1,51.0,46.4,34.3,34.7,65.4,-0.23,,,2024,,51.2,48.2,,,,
,ACC,33,22,115.8,98.9,0.86,,,13.4,16.6,31.0,23.8,30.5,30.5,50.0,50.8,35.7,30.8,65.8,0.3,,,2024,,51.6,49.0,,,,
,B12,34,20,111.2,95.5,0.8521,,,17.4,17.6,37.2,25.6,27.9,29.6,50.8,46.4,32.4,33.3,67.3,-0.7,,,2024,,50.0,47.6,,,,
,MVC,33,28,117.5,101.3,0.8464,,,16.5,15.5,23.4,23.1,32.5,25.5,62.0,48.7,38.4,33.0,70.5,1.9,,,2024,,59.9,49.0,,,,
,B12,32,20,113.1,97.6,0.8436,,,18.1,16.5,30.1,26.2,37.7,31.1,53.9,48.9,34.5,29.9,67.1,1.2,,,2024,,53.1,47.4,,,,
,P12,33,19,112.9,97.6,0.8419,,,16.3,14.5,28.3,26.2,27.4,26.2,53.8,47.2,35.7,34.0,69.7,-1.1,,,2024,,53.7,48.6,,,,
,B10,32,18,119.1,103.9,0.828,,,13.1,16.6,27.6,30.5,33.0,33.1,53.0,51.0,34.7,36.1,71.6,-0.36,,,2024,,52.7,52.1,,,,
,BE,32,20,111.6,97.7,0.8219,,,18.8,17.8,35.9,29.3,32.5,27.4,50.1,48.5,32.7,33.8,66.0,1.0,,,2024,,49.8,49.5,,,,
,BE,31,18,112.4,98.7,0.8167,,,15.2,16.1,26.2,29.0,27.0,22.5,51.5,50.7,34.8,32.5,68.4,-0.9,,,2024,,51.8,49.9,,,,
,ACC,32,18,116.0,101.9,0.8166,,,16.3,17.1,25.2,26.5,33.1,30.0,55.1,51.5,35.1,34.4,67.5,-2.2,,,2024,,54.1,51.5,,,,
,BE,34,21,108.5,95.3,0.8151,,,17.5,17.1,27.1,27.7,32.2,27.9,53.7,45.6,32.8,34.2,67.8,0.8,,,2024,,51.7,47.5,,,,
,B12,32,17,106.5,94.0,0.8086,,,18.0,20.3,32.9,27.3,37.2,39.0,47.4,45.9,32.1,33.3,68.4,-2.4,,,2024,,47.7,47.5,,,,
,MVC,32,22,111.8,98.8,0.8056,,,18.1,18.5,28.5,27.9,27.5,35.7,55.0,46.2,37.7,33.2,66.2,-3.4,,,2024,,55.7,47.6,,,,
,P12,32,17,114.4,101.2,0.8037,,,15.9,15.8,27.1,28.9,32.1,33.1,53.8,49.9,35.4,33.7,71.1,-3.6,,,2024,,53.5,50.1,,,,
,BE,33,16,111.4,98.7,0.8008,,,16.2,16.2,32.1,29.0,32.0,30.0,48.0,49.4,34.0,33.3,70.9,-2.1,,,2024,,49.0,49.6,,,,
,B12,33,19,107.8,95.7,0.7978,,,21.3,15.9,32.5,30.5,38.9,32.6,51.5,46.7,32.0,30.7,67.2,0.36,,,2024,,50.0,46.5,,,,
,B10,33,16,105.7,94.3,0.7891,,,17.5,18.8,31.7,29.1,40.8,33.5,48.8,45.7,28.9,32.8,65.4,-4.1,,,2024,,46.7,46.7,,,,
,Amer,30,18,109.4,97.8,0.7834,,,17.8,19.6,33.9,31.9,29.1,40.3,47.2,46.8,37.7,32.5,61.3,-5.8,,,2024,,50.8,47.5,,,,
,MWC,29,19,111.3,99.6,0.7822,,,16.4,18.2,30.1,32.2,34.0,31.7,51.8,50.1,33.2,31.7,64.9,-2.6,,,2024,,51.1,49.1,,,,
,Amer,31,20,111.0,99.5,0.779,,,16.6,18.9,38.5,31.3,28.3,33.1,50.5,46.1,34.3,31.8,67.4,-4.3,,,2024,,50.8,46.7,,,,
,WCC,32,23,109.6,98.5,0.7729,,,16.8,19.8,29.3,24.2,23.7,38.5,57.1,48.5,34.9,34.2,67.0,-2.4,,,2024,,55.2,49.5,,,,
,P12,33,15,110.0,99.0,0.7698,,,17.9,18.8,29.0,32.2,33.6,31.6,50.7,47.4,35.5,36.5,68.1,-5.0,,,2024,,51.7,50.2,,,,
,B10,33,16,110.2,99.2,0.7686,,,15.7,20.7,26.8,32.2,35.3,36.3,50.5,52.5,33.4,30.3,69.8,-4.6,,,2024,,50.3,50.2,,,,
,B10,32,18,114.0,102.9,0.7651,,,17.6,15.9,30.8,29.1,35.6,29.9,54.7,48.3,35.8,36.3,66.6,-2.5,,,2024,,54.3,50.1,,,,
,SEC,32,20,113.6,102.8,0.7591,,,15.7,18.1,30.1,36.2,35.1,32.3,49.2,50.0,36.6,33.8,66.8,-0.39,,,2024,,51.2,50.2,,,,
,SEC,33,17,109.6,99.3,0.7581,,,16.1,16.3,27.5,30.8,38.4,30.2,49.3,49.7,33.6,33.2,68.4,-3.7,,,2024,,49.8,49.8,,,,
,A10,32,23,106.8,96.8,0.7566,,,12.8,17.2,17.0,26.6,28.1,26.5,52.0,46.6,36.5,31.3,66.8,-0.7,,,2024,,53.0,46.7,,,,
,ACC,31,20,111.2,100.8,0.7563,,,15.9,20.1,24.1,31.8,34.1,26.6,51.9,53.2,33.4,34.7,70.7,-0.26,,,2024,,51.3,52.8,,,,
,B10,33,19,109.8,99.5,0.7549,,,17.5,14.9,26.9,29.7,37.7,31.6,53.4,47.4,32.4,34.3,68.4,0.06,,,2024,,52.1,49.0,,,,
,SEC,32,17,110.4,100.3,0.7503,,,18.6,18.3,30.7,31.2,38.9,33.5,51.7,49.2,35.3,33.2,69.7,-3.1,,,2024,,52.2,49.5,,,,
,A10,35,22,107.9,98.3,0.7455,,,18.3,16.7,28.3,26.9,35.7,34.8,51.2,46.3,35.7,31.4,65.2,-3.8,,,2024,,52.2,46.6,,,,
,A10,31,23,104.8,95.5,0.7447,,,18.6,17.8,27.1,25.1,33.6,36.2,51.1,43.4,35.2,34.2,68.6,-1.5,,,2024,,51.8,46.2,,,,
,ACC,34,19,111.8,102.0,0.7427,,,15.5,16.0,27.3,26.7,25.5,28.4,51.8,49.5,36.1,34.6,67.1,-3.6,,,2024,,52.7,50.4,,,,
,ACC,33,17,110.1,100.7,0.7372,,,16.4,20.7,28.5,32.8,36.8,41.0,51.5,51.6,31.7,35.4,70.9,-3.5,,,2024,,50.3,52.2,,,,
,P12,32,16,107.6,98.5,0.7339,,,16.5,18.1,29.9,28.3,35.8,35.8,45.2,49.7,33.3,33.7,63.1,-5.2,,,2024,,46.6,50.1,,,,
,BW,32,24,108.2,99.2,0.7313,,,17.0,17.5,31.3,27.7,34.6,35.5,51.9,44.2,34.9,33.3,68.4,-2.6,,,2024,,52.0,45.9,,,,
,Ivy,26,24,114.5,104.9,0.7312,,,12.0,16.7,24.2,24.8,29.2,24.7,56.3,52.9,35.3,32.7,64.8,1.2,,,2024,,54.6,51.4,,,,
,Amer,31,24,109.4,100.4,0.7288,,,15.4,18.6,28.2,30.5,37.7,34.8,49.5,48.2,36.6,31.1,67.9,-0.7,,,2024,,51.8,47.6,,,,
,ACC,32,15,109.9,101.1,0.7241,,,17.2,16.6,28.7,28.5,24.6,22.3,51.6,52.0,36.1,33.3,68.7,-5.3,,,2024,,52.7,51.0,,,,
,CUSA,29,22,107.7,99.0,0.7237,,,18.8,17.6,33.8,28.0,42.0,32.0,49.0,43.0,35.7,33.5,65.6,-4.3,,,2024,,50.6,45.6,,,,
,Amer,32,22,111.5,102.6,0.7236,,,18.0,19.1,33.4,33.6,36.3,29.6,52.9,49.3,35.0,34.0,71.6,-1.0,,,2024,,52.8,50.0,,,,
,A10,31,20,110.9,102.1,0.7214,,,16.0,18.9,36.5,30.1,35.8,38.6,52.6,47.5,31.3,33.5,68.3,-4.6,,,2024,,50.6,48.5,,,,
,A10,34,21,110.6,102.0,0.7174,,,16.4,17.6,29.3,29.1,29.5,29.0,52.7,48.5,35.6,33.1,68.3,-4.4,,,2024,,53.0,49.0,,,,
,A10,31,20,108.7,100.3,0.7166,,,18.1,16.4,31.7,27.4,36.7,31.8,52.3,45.0,34.3,34.8,63.8,-4.6,,,2024,,52.0,48.0,,,,
,SB,31,27,106.0,98.4,0.7017,,,15.3,14.6,29.7,27.8,32.3,19.8,53.8,43.7,33.6,32.1,66.7,-1.0,,,2024,,52.7,45.1,,,,
,B10,32,15,98.1,91.4,0.6928,,,16.6,21.7,30.2,31.3,32.9,34.3,43.7,46.0,28.7,32.7,67.8,-3.5,,,2024,,43.5,47.2,,,,
,P12,32,14,109.8,102.5,0.6901,,,17.8,15.5,23.2,27.3,28.6,25.3,53.6,50.9,36.9,35.7,69.5,-7.0,,,2024,,54.3,51.9,,,,
,A10,33,20,111.0,103.7,0.6876,,,16.2,19.2,29.7,28.5,32.2,33.9,50.8,51.8,36.5,33.5,65.4,-4.8,,,2024,,52.3,51.1,,,,
,MVC,32,20,109.1,102.1,0.6819,,,16.7,16.4,21.0,27.5,30.3,27.0,54.5,52.2,37.2,33.0,71.1,-5.2,,,2024,,55.0,51.1,,,,
,B12,32,12,108.8,101.8,0.681,,,18.8,16.8,27.5,28.5,34.0,27.6,52.2,51.5,33.4,34.0,67.1,-7.5,,,2024,,51.3,51.3,,,,
,Amer,30,19,108.6,101.8,0.6783,,,15.5,15.2,26.1,29.0,35.2,31.5,53.2,49.5,31.3,31.1,62.4,-5.0,,,2024,,50.8,48.5,,,,
,SEC,33,16,109.5,102.7,0.6777,,,16.3,15.1,25.2,29.8,45.3,39.0,51.8,50.1,31.8,33.9,70.6,-4.8,,,2024,,50.5,50.4,,,,
,MVC,32,19,108.7,102.3,0.6677,,,15.2,16.5,23.9,22.5,37.4,30.5,51.9,52.0,34.1,35.0,66.5,-5.0,,,2024,,51.6,52.2,,,,
,Ivy,27,22,111.4,105.2,0.6573,,,17.2,18.5,27.2,31.0,28.8,32.6,61.7,52.4,33.9,33.2,71.5,-1.5,,,2024,,56.5,51.3,,,,
,CAA,32,20,107.9,102.0,0.657,,,15.7,17.7,22.9,29.7,22.3,29.0,55.5,46.9,36.8,34.6,65.6,-6.4,,,2024,,55.4,49.0,,,,
,SC,29,22,107.7,101.9,0.6541,,,14.7,13.3,29.1,24.2,27.7,32.4,49.8,45.5,36.8,33.9,66.8,-5.3,,,2024,,51.7,47.2,,,,
,B10,32,8,110.0,104.4,0.6464,,,18.6,13.7,30.7,30.4,32.0,30.5,49.5,51.7,35.9,36.1,67.4,-9.2,,,2024,,51.1,52.5,,,,
,P12,32,13,107.8,102.7,0.6368,,,16.2,14.7,28.6,26.7,29.2,33.1,48.0,50.0,33.8,35.7,68.4,-7.5,,,2024,,49.2,51.3,,,,
,MVC,31,19,108.5,103.4,0.6364,,,16.8,16.2,26.1,25.6,35.9,36.5,53.4,52.1,34.3,30.4,64.2,-6.3,,,2024,,52.5,50.1,,,,
,WAC,32,20,108.2,103.1,0.636,,,21.5,18.6,32.8,29.4,39.0,42.0,51.3,47.4,35.4,34.6,70.8,-6.4,,,2024,,52.1,49.0,,,,
,WCC,32,20,108.4,103.3,0.6344,,,18.2,14.4,34.1,26.1,31.6,33.3,52.6,48.9,34.5,31.7,69.0,-3.8,,,2024,,52.3,48.4,,,,
,A10,30,15,104.7,99.9,0.6331,,,16.3,17.2,26.1,27.8,33.5,32.8,50.8,49.5,30.7,32.8,65.4,-8.7,,,2024,,48.9,49.4,,,,
,SB,29,20,106.7,101.8,0.6307,,,19.6,20.8,34.8,30.7,41.3,39.8,48.2,47.7,35.3,35.9,69.6,-7.3,,,2024,,50.1,49.8,,,,
,CAA,28,21,112.5,107.9,0.6178,,,12.8,17.1,29.9,30.6,32.9,33.1,52.1,50.8,33.0,35.5,65.1,-4.7,,,2024,,51.1,51.7,,,,
,BSth,31,25,114.1,109.5,0.6162,,,16.2,14.1,37.1,25.5,44.4,38.2,53.6,49.6,33.7,34.4,68.5,-4.2,,,2024,,52.3,50.2,,,,
,ACC,32,14,107.9,103.8,0.6095,,,17.7,12.8,31.6,28.5,29.2,31.6,48.6,49.5,32.6,32.6,67.4,-5.7,,,2024,,48.7,49.2,,,,
,B12,32,9,108.7,104.6,0.6082,,,18.3,15.0,26.6,30.4,37.1,28.1,47.8,51.9,34.9,34.9,68.3,-9.5,,,2024,,49.6,52.1,,,,
,BW,30,21,110.7,106.6,0.6082,,,14.3,17.0,27.5,27.9,32.5,29.4,52.3,50.2,34.5,33.7,65.3,-6.2,,,2024,,52.1,50.3,,,,
,P12,32,14,103.1,99.3,0.6075,,,14.8,19.4,21.8,29.7,33.1,31.2,48.6,52.2,30.1,34.0,69.0,-5.6,,,2024,,47.3,51.7,,,,
,ACC,33,13,101.9,98.2,0.6052,,,19.1,15.2,28.4,26.7,27.9,27.4,47.5,47.8,31.8,32.5,64.2,-7.8,,,2024,,47.6,48.2,,,,
,CAA,31,20,107.0,103.2,0.6028,,,16.5,13.1,33.6,24.5,30.0,26.7,50.3,48.2,34.1,31.4,64.5,-6.5,,,2024,,50.6,47.8,,,,
,WAC,32,19,103.7,100.1,0.6022,,,18.5,17.3,29.4,26.1,34.2,37.2,50.1,47.4,34.3,29.7,66.7,-8.4,,,2024,,50.7,46.4,,,,
,CUSA,31,21,105.5,101.9,0.5965,,,18.8,19.0,32.0,27.0,34.7,37.0,46.5,50.5,35.1,32.5,67.7,-5.7,,,2024,,48.6,49.8,,,,
,Amer,33,15,104.7,101.5,0.5887,,,17.8,14.8,31.8,28.7,26.4,28.3,49.9,48.1,33.0,32.7,68.1,-11.1,,,2024,,49.8,48.5,,,,
,SEC,32,8,108.0,104.8,0.5862,,,16.8,18.7,26.8,35.8,31.7,42.5,51.8,51.2,31.9,34.4,66.6,-11.3,,,2024,,50.2,51.4,,,,
,SB,34,18,112.8,109.4,0.5859,,,16.2,14.1,33.9,28.7,32.7,35.7,51.3,49.4,34.9,35.4,68.0,-8.8,,,2024,,51.7,50.4,,,,
,Horz,28,22,106.6,104.2,0.5666,,,15.5,16.5,33.9,28.7,29.3,30.7,52.2,47.9,31.9,34.0,68.8,-6.0,,,2024,,50.4,49.0,,,,
,SB,31,19,104.9,102.6,0.5647,,,16.8,20.6,30.8,32.9,28.6,40.1,51.7,53.7,32.6,27.9,68.5,-8.5,,,2024,,50.7,49.9,,,,
,SC,30,21,108.7,106.4,0.5633,,,16.3,17.7,29.3,30.5,27.3,35.8,49.2,48.0,38.9,34.3,64.7,-5.6,,,2024,,53.2,49.5,,,,
,CAA,33,20,102.3,100.3,0.5567,,,19.2,16.9,39.8,27.2,34.7,31.7,46.4,47.4,32.8,33.3,62.1,-7.3,,,2024,,47.3,48.3,,,,
,Sum,30,20,106.8,104.7,0.5555,,,14.8,18.5,24.0,25.5,29.4,29.0,55.0,52.8,35.7,33.8,62.9,-9.1,,,2024,,54.4,52.0,,,,
,MAC,32,20,111.4,109.3,0.5535,,,15.1,18.5,29.0,28.5,35.4,26.3,52.0,56.4,37.7,34.2,69.2,-6.3,,,2024,,53.3,54.5,,,,
,MAC,32,20,107.7,105.7,0.5522,,,14.1,19.2,28.0,31.9,32.1,34.7,51.9,48.4,35.1,33.8,67.3,-9.1,,,2024,,52.2,49.2,,,,
,WAC,29,23,107.5,105.6,0.5508,,,16.9,20.1,30.4,33.7,30.6,35.8,49.5,50.5,33.4,33.6,66.3,-3.0,,,2024,,49.7,50.5,,,,
,MVC,33,17,103.8,101.9,0.5507,,,17.3,13.1,29.1,24.7,31.5,24.9,51.2,47.0,31.4,33.0,67.8,-7.9,,,2024,,49.7,48.0,,,,
,Amer,30,14,109.1,107.2,0.5485,,,15.1,17.3,20.5,32.7,45.5,32.7,54.5,50.2,35.5,34.9,72.8,-9.4,,,2024,,54.1,51.1,,,,
,CUSA,29,18,107.9,106.1,0.5481,,,16.2,17.0,24.5,25.5,26.7,30.3,55.0,51.9,35.7,32.3,64.4,-8.2,,,2024,,54.3,50.8,,,,
,Horz,30,18,115.2,113.5,0.5435,,,16.5,16.3,28.9,28.1,33.6,30.0,58.8,55.0,38.4,37.1,71.4,-9.3,,,2024,,58.5,55.3,,,,
,P12,31,13,106.0,104.5,0.5417,,,18.3,16.8,26.2,31.1,35.6,35.9,49.9,52.3,33.1,33.2,65.1,-7.7,,,2024,,49.8,51.3,,,,
,MVC,31,12,107.0,105.6,0.5394,,,14.4,17.9,26.5,25.5,29.6,27.7,51.3,53.8,31.6,37.0,64.4,-12.3,,,2024,,50.0,54.5,,,,
,MWC,30,15,107.8,106.4,0.5371,,,18.5,15.9,28.6,29.1,38.0,27.8,49.0,53.7,36.1,34.4,67.1,-7.3,,,2024,,50.9,52.8,,,,
,SC,30,17,108.5,107.3,0.5328,,,15.9,16.2,29.4,26.6,31.0,28.5,54.3,53.9,33.2,34.1,68.8,-10.2,,,2024,,52.1,52.9,,,,
,SC,31,21,109.5,108.3,0.5326,,,17.1,14.5,27.2,28.8,30.9,27.3,56.1,47.9,35.7,35.1,66.8,-6.9,,,2024,,54.8,49.9,,,,
,BSky,31,23,110.9,109.7,0.5306,,,14.6,14.2,25.2,25.8,29.5,35.0,55.1,50.3,35.8,35.2,66.1,-5.8,,,2024,,54.6,51.1,,,,
,CAA,32,19,104.3,103.6,0.5186,,,16.0,15.1,27.5,27.9,30.9,27.1,53.2,49.7,33.0,31.3,67.3,-9.1,,,2024,,51.9,48.7,,,,
,BW,31,20,102.0,101.5,0.5153,,,19.3,20.9,28.6,30.6,38.2,38.4,50.8,49.1,32.9,32.7,67.1,-8.3,,,2024,,50.2,49.1,,,,
,MAAC,32,24,105.6,105.2,0.5118,,,16.9,17.6,31.5,28.3,30.6,29.5,49.8,47.5,34.7,34.0,71.1,-5.3,,,2024,,50.6,48.8,,,,
,CUSA,31,18,97.9,97.6,0.5085,,,21.2,25.9,29.0,31.0,42.8,46.3,48.8,53.2,31.0,32.1,69.5,-10.6,,,2024,,48.1,51.5,,,,
,CAA,34,20,106.0,105.7,0.5085,,,15.1,15.2,26.6,29.3,29.2,27.4,48.6,48.4,35.5,34.8,67.3,-7.8,,,2024,,50.3,50.0,,,,
,BSky,29,20,107.2,106.9,0.5082,,,14.8,18.4,23.8,23.7,35.2,29.3,53.9,55.2,34.5,35.4,65.4,-7.1,,,2024,,53.1,54.4,,,,
,BSky,30,21,110.5,110.4,0.5025,,,19.0,16.3,26.4,27.1,39.6,33.5,58.7,51.0,36.8,36.9,70.4,-4.7,,,2024,,57.2,52.8,,,,
,BSth,29,17,106.0,106.0,0.5009,,,18.7,18.2,30.4,32.9,50.0,34.3,52.8,50.6,33.7,32.0,66.9,-9.4,,,2024,,51.9,49.5,,,,
